x/D,u'^2/U^2,v'^2/U^2
-2,3.19829200E-004,2.044199000E-004
-1.992,3.25142200E-004,2.085375000E-004
-1.984,3.30545000E-004,2.127455000E-004
-1.976,3.35883900E-004,2.169707000E-004
-1.968,3.41062500E-004,2.210865000E-004
-1.96,3.46249400E-004,2.252156000E-004
-1.952,3.51507000E-004,2.294085000E-004
-1.944,3.56900100E-004,2.338340000E-004
-1.936,3.62913800E-004,2.390722000E-004
-1.928,3.69448700E-004,2.447651000E-004
-1.92,3.76025500E-004,2.504848000E-004
-1.912,3.82643900E-004,2.562300000E-004
-1.904,3.89470100E-004,2.619992000E-004
-1.896,3.96508100E-004,2.678327000E-004
-1.888,4.03694000E-004,2.736046000E-004
-1.88,4.11064500E-004,2.795087000E-004
-1.872,4.18501600E-004,2.856329000E-004
-1.864,4.26092700E-004,2.918956000E-004
-1.856,4.33928000E-004,2.982409000E-004
-1.848,4.41728100E-004,3.046397000E-004
-1.84,4.49812800E-004,3.113152000E-004
-1.832,4.58043200E-004,3.181986000E-004
-1.824,4.66439500E-004,3.252184000E-004
-1.816,4.75188400E-004,3.324534000E-004
-1.808,4.83776900E-004,3.396434000E-004
-1.8,4.92498500E-004,3.470993000E-004
-1.792,5.01203500E-004,3.545724000E-004
-1.784,5.10271100E-004,3.622056000E-004
-1.776,5.19342900E-004,3.699525000E-004
-1.768,5.28552900E-004,3.778308000E-004
-1.76,5.38000800E-004,3.860411000E-004
-1.752,5.47809300E-004,3.945076000E-004
-1.744,5.57846100E-004,4.033714000E-004
-1.736,5.68417300E-004,4.126084000E-004
-1.728,5.79270900E-004,4.219499000E-004
-1.72,5.90062800E-004,4.311854000E-004
-1.712,6.01223800E-004,4.407870000E-004
-1.704,6.12970500E-004,4.507635000E-004
-1.696,6.25147900E-004,4.609968000E-004
-1.688,6.37615900E-004,4.715469000E-004
-1.68,6.50551800E-004,4.823834000E-004
-1.672,6.63639400E-004,4.932867000E-004
-1.664,6.77165300E-004,5.044638000E-004
-1.656,6.90650000E-004,5.159964000E-004
-1.648,7.04043200E-004,5.278341000E-004
-1.64,7.18040700E-004,5.399632000E-004
-1.632,7.32381800E-004,5.525878000E-004
-1.624,7.47188100E-004,5.656597000E-004
-1.616,7.62399400E-004,5.788437000E-004
-1.608,7.77598900E-004,5.923031000E-004
-1.6,7.93448400E-004,6.062501000E-004
-1.592,8.09698300E-004,6.205068000E-004
-1.584,8.26283000E-004,6.351209000E-004
-1.576,8.42937700E-004,6.502069000E-004
-1.568,8.59808100E-004,6.657098000E-004
-1.56,8.77196200E-004,6.815719000E-004
-1.552,8.94834100E-004,6.978663000E-004
-1.544,9.12264700E-004,7.142855000E-004
-1.536,9.29889100E-004,7.310098000E-004
-1.528,9.48489000E-004,7.490840000E-004
-1.52,9.67404500E-004,7.677068000E-004
-1.512,9.86560000E-004,7.865583000E-004
-1.504,1.00536700E-003,8.051346000E-004
-1.496,1.02575900E-003,8.246558000E-004
-1.488,1.04701200E-003,8.449268000E-004
-1.48,1.06870410E-003,8.654936000E-004
-1.472,1.09039520E-003,8.864084000E-004
-1.464,1.11289640E-003,9.084135000E-004
-1.456,1.13653910E-003,9.314621000E-004
-1.448,1.16066060E-003,9.546428000E-004
-1.44,1.18652000E-003,9.789546000E-004
-1.432,1.21304710E-003,1.004509500E-003
-1.424,1.24001620E-003,1.030312300E-003
-1.416,1.26791380E-003,1.056662100E-003
-1.408,1.29639560E-003,1.083539400E-003
-1.4,1.32519390E-003,1.111007800E-003
-1.392,1.35440180E-003,1.139133800E-003
-1.384,1.38531200E-003,1.168247000E-003
-1.376,1.41673010E-003,1.198078600E-003
-1.368,1.44891880E-003,1.229234400E-003
-1.36,1.48413820E-003,1.262171300E-003
-1.352,1.51948390E-003,1.295574000E-003
-1.344,1.55391240E-003,1.329012300E-003
-1.336,1.58987240E-003,1.363813000E-003
-1.328,1.62668690E-003,1.399790800E-003
-1.32,1.66361240E-003,1.436685500E-003
-1.312,1.70220760E-003,1.475358600E-003
-1.304,1.74244500E-003,1.516026100E-003
-1.296,1.78508040E-003,1.559482100E-003
-1.288,1.82841180E-003,1.603924600E-003
-1.28,1.87094640E-003,1.648030500E-003
-1.272,1.91433990E-003,1.692386900E-003
-1.264,1.95860490E-003,1.738178000E-003
-1.256,2.00640380E-003,1.787080900E-003
-1.248,2.05592870E-003,1.838546500E-003
-1.24,2.10683330E-003,1.890742700E-003
-1.232,2.15993150E-003,1.945533300E-003
-1.224,2.21488390E-003,2.001484600E-003
-1.216,2.27334690E-003,2.061298200E-003
-1.208,2.33461330E-003,2.123160700E-003
-1.2,2.39669420E-003,2.186333200E-003
-1.192,2.45917060E-003,2.250431700E-003
-1.184,2.52372470E-003,2.316676700E-003
-1.176,2.58911500E-003,2.385121000E-003
-1.168,2.65403520E-003,2.453724200E-003
-1.16,2.72064090E-003,2.524574000E-003
-1.152,2.79164400E-003,2.599879200E-003
-1.144,2.86537130E-003,2.677165800E-003
-1.136,2.94143480E-003,2.759135400E-003
-1.128,3.02081720E-003,2.844594700E-003
-1.12,3.10455260E-003,2.933188400E-003
-1.112,3.19182020E-003,3.025464900E-003
-1.104,3.28514050E-003,3.122948500E-003
-1.096,3.38078840E-003,3.224857400E-003
-1.088,3.48179800E-003,3.331817000E-003
-1.08,3.58631900E-003,3.441513300E-003
-1.072,3.69444060E-003,3.555506000E-003
-1.064,3.80625370E-003,3.673405100E-003
-1.056,3.92396870E-003,3.796872300E-003
-1.048,4.04562670E-003,3.928735800E-003
-1.04,4.16532210E-003,4.060695200E-003
-1.032,4.29174510E-003,4.200858800E-003
-1.024,4.42230620E-003,4.345629200E-003
-1.016,4.55710590E-003,4.496819100E-003
-1.008,4.69682550E-003,4.656360700E-003
-1,4.84453650E-003,4.822204700E-003
-0.992,5.00110800E-003,4.996924300E-003
-0.984,5.16745870E-003,5.179010500E-003
-0.976,5.35321680E-003,5.374265600E-003
-0.968,5.54854980E-003,5.583866700E-003
-0.96,5.75058760E-003,5.804559300E-003
-0.952,5.95754310E-003,6.034781300E-003
-0.944,6.16948500E-003,6.270819100E-003
-0.936,6.38648220E-003,6.516842900E-003
-0.928,6.62166710E-003,6.787085600E-003
-0.92,6.87581610E-003,7.082012100E-003
-0.912,7.14403620E-003,7.390476100E-003
-0.904,7.41374860E-003,7.703289500E-003
-0.896,7.70254760E-003,8.030917200E-003
-0.888,7.99988860E-003,8.368460500E-003
-0.88,8.31673080E-003,8.719265500E-003
-0.872,8.66488730E-003,9.094193800E-003
-0.864,9.04589120E-003,9.502541600E-003
-0.856,9.45316500E-003,9.937545000E-003
-0.848,9.89041180E-003,1.039606910E-002
-0.84,1.03590411E-002,1.088256360E-002
-0.832,1.08587675E-002,1.139010380E-002
-0.824,1.13910060E-002,1.192582160E-002
-0.816,1.19840492E-002,1.249840840E-002
-0.808,1.26092207E-002,1.309505870E-002
-0.8,1.33106836E-002,1.372641010E-002
-0.792,1.40912754E-002,1.439695710E-002
-0.784,1.49509017E-002,1.510114810E-002
-0.776,1.59030648E-002,1.584874540E-002
-0.768,1.69615945E-002,1.663293170E-002
-0.76,1.81645684E-002,1.746285170E-002
-0.752,1.95491455E-002,1.832556100E-002
-0.744,2.11428316E-002,1.924306020E-002
-0.736,2.29805609E-002,2.021060000E-002
-0.728,2.50859542E-002,2.122280030E-002
-0.72,2.75144806E-002,2.229127250E-002
-0.712,3.04905325E-002,2.348433190E-002
-0.704,3.40391583E-002,2.479759690E-002
-0.696,3.81949697E-002,2.620950250E-002
-0.688,4.28661496E-002,2.773646700E-002
-0.68,4.81678193E-002,2.937761230E-002
-0.672,5.40375809E-002,3.114792340E-002
-0.664,6.05688298E-002,3.305757180E-002
-0.656,6.73387145E-002,3.505567750E-002
-0.648,7.47511653E-002,3.725585240E-002
-0.64,8.25942899E-002,3.959359880E-002
-0.632,9.09815289E-002,4.217936800E-002
-0.624,9.91291652E-002,4.492751460E-002
-0.616,1.07277014E-001,4.779379520E-002
-0.608,1.14988638E-001,5.081537310E-002
-0.6,1.22665737E-001,5.403954590E-002
-0.592,1.29849655E-001,5.739122920E-002
-0.584,1.36253344E-001,6.087711530E-002
-0.576,1.41110414E-001,6.433062530E-002
-0.568,1.45362037E-001,6.792566600E-002
-0.56,1.48775510E-001,7.155738060E-002
-0.552,1.51773802E-001,7.534862570E-002
-0.544,1.53653397E-001,7.921869430E-002
-0.536,1.54971670E-001,8.304676720E-002
-0.528,1.55524557E-001,8.681067730E-002
-0.52,1.55828063E-001,9.041128880E-002
-0.512,1.55724638E-001,9.373535350E-002
-0.504,1.55401238E-001,9.694563920E-002
-0.496,1.54758771E-001,9.995058200E-002
-0.488,1.54240445E-001,1.028820537E-001
-0.48,1.53925223E-001,1.058091461E-001
-0.472,1.53540758E-001,1.086602336E-001
-0.464,1.53249416E-001,1.114109280E-001
-0.456,1.53064161E-001,1.141674414E-001
-0.448,1.53183241E-001,1.169402954E-001
-0.44,1.53269272E-001,1.194979118E-001
-0.432,1.53186549E-001,1.218706329E-001
-0.424,1.53338776E-001,1.242488008E-001
-0.416,1.53974974E-001,1.267733180E-001
-0.408,1.54482887E-001,1.292107745E-001
-0.4,1.54978325E-001,1.315763705E-001
-0.392,1.55411235E-001,1.338644383E-001
-0.384,1.55998289E-001,1.361691100E-001
-0.376,1.56212038E-001,1.382859075E-001
-0.368,1.56339021E-001,1.403746888E-001
-0.36,1.56195334E-001,1.422718051E-001
-0.352,1.55901483E-001,1.441078402E-001
-0.344,1.55727973E-001,1.460234726E-001
-0.336,1.55501222E-001,1.481111166E-001
-0.328,1.54765422E-001,1.498730468E-001
-0.32,1.53451340E-001,1.512999559E-001
-0.312,1.51856142E-001,1.525783976E-001
-0.304,1.50377432E-001,1.539252233E-001
-0.296,1.48860295E-001,1.553179415E-001
-0.288,1.47331381E-001,1.566734322E-001
-0.28,1.45378151E-001,1.577425921E-001
-0.272,1.43274728E-001,1.587783342E-001
-0.264,1.40869189E-001,1.597667799E-001
-0.256,1.38515473E-001,1.606871267E-001
-0.248,1.36013191E-001,1.613757256E-001
-0.24,1.33326837E-001,1.619773312E-001
-0.232,1.30493165E-001,1.624335284E-001
-0.224,1.27499703E-001,1.629040140E-001
-0.216,1.24624517E-001,1.632863575E-001
-0.208,1.21578662E-001,1.635699905E-001
-0.2,1.18294131E-001,1.636110181E-001
-0.192,1.15060310E-001,1.634982047E-001
-0.184,1.11724334E-001,1.632795260E-001
-0.176,1.08643516E-001,1.631531692E-001
-0.168,1.05729421E-001,1.630371006E-001
-0.16,1.02616513E-001,1.627436997E-001
-0.152,9.94194739E-002,1.623756171E-001
-0.144,9.62677824E-002,1.619058957E-001
-0.136,9.31952384E-002,1.612942382E-001
-0.128,9.04646726E-002,1.607820183E-001
-0.12,8.80378625E-002,1.604364765E-001
-0.112,8.53301633E-002,1.599898565E-001
-0.104,8.27644320E-002,1.595033446E-001
-0.096,8.04079611E-002,1.590512837E-001
-0.088,7.82225857E-002,1.584618717E-001
-0.08,7.63473422E-002,1.580247311E-001
-0.072,7.45940911E-002,1.576586709E-001
-0.064,7.28452343E-002,1.573634457E-001
-0.056,7.13765975E-002,1.569713588E-001
-0.048,7.02563644E-002,1.566935083E-001
-0.04,6.91361011E-002,1.563791314E-001
-0.032,6.81792576E-002,1.561385456E-001
-0.024,6.75802212E-002,1.560283390E-001
-0.016,6.72181233E-002,1.560250000E-001
-0.008,6.70035194E-002,1.561752898E-001
0,6.70232136E-002,1.562554739E-001
0.008,6.71502013E-002,1.562621568E-001
0.016,6.72312734E-002,1.563691033E-001
0.024,6.75868138E-002,1.564593678E-001
0.032,6.80094092E-002,1.566633947E-001
0.04,6.87720698E-002,1.569010360E-001
0.048,6.95858018E-002,1.571355066E-001
0.056,7.06602454E-002,1.573634457E-001
0.064,7.20171440E-002,1.577056640E-001
0.072,7.35381614E-002,1.580180106E-001
0.08,7.52697546E-002,1.583508481E-001
0.088,7.70731178E-002,1.585325434E-001
0.096,7.91520910E-002,1.587749659E-001
0.104,8.13889034E-002,1.589703854E-001
0.112,8.38109842E-002,1.593312160E-001
0.12,8.63207249E-002,1.598613994E-001
0.128,8.90944281E-002,1.604093909E-001
0.136,9.18658693E-002,1.608735475E-001
0.144,9.45263601E-002,1.611720456E-001
0.152,9.75281749E-002,1.615727386E-001
0.16,1.00635897E-001,1.617766716E-001
0.168,1.03746069E-001,1.618412772E-001
0.176,1.07072231E-001,1.619092971E-001
0.184,1.10456494E-001,1.620045488E-001
0.192,1.13793588E-001,1.620964253E-001
0.2,1.16989442E-001,1.620147560E-001
0.208,1.20135779E-001,1.619433123E-001
0.216,1.23626840E-001,1.619195013E-001
0.224,1.27098579E-001,1.617936719E-001
0.232,1.30245942E-001,1.615387623E-001
0.24,1.33268199E-001,1.611279319E-001
0.248,1.36094258E-001,1.604127764E-001
0.256,1.38839705E-001,1.596654329E-001
0.264,1.41596664E-001,1.588423383E-001
0.272,1.44383940E-001,1.580348122E-001
0.28,1.46806222E-001,1.570517470E-001
0.288,1.48958153E-001,1.558447478E-001
0.296,1.51165177E-001,1.545526657E-001
0.304,1.52608116E-001,1.531303103E-001
0.312,1.53663337E-001,1.516486869E-001
0.32,1.54712219E-001,1.501153082E-001
0.328,1.55417899E-001,1.484398707E-001
0.336,1.56228744E-001,1.468062221E-001
0.344,1.56753744E-001,1.451139827E-001
0.352,1.56931172E-001,1.432331361E-001
0.36,1.56800602E-001,1.410723120E-001
0.368,1.56382474E-001,1.389279113E-001
0.376,1.56188652E-001,1.368499623E-001
0.384,1.55878120E-001,1.347225067E-001
0.392,1.55541225E-001,1.326640533E-001
0.4,1.54981653E-001,1.304809510E-001
0.408,1.54230486E-001,1.281585529E-001
0.416,1.53673278E-001,1.259169927E-001
0.424,1.53246107E-001,1.236803445E-001
0.432,1.52955045E-001,1.212958731E-001
0.44,1.52608116E-001,1.187801556E-001
0.448,1.52248388E-001,1.161582378E-001
0.456,1.52182429E-001,1.134545115E-001
0.464,1.52429849E-001,1.107066710E-001
0.472,1.52710502E-001,1.079230799E-001
0.48,1.53219635E-001,1.052023467E-001
0.488,1.53898693E-001,1.022458738E-001
0.496,1.54605841E-001,9.913981120E-002
0.504,1.55294623E-001,9.601092510E-002
0.512,1.55654595E-001,9.278795760E-002
0.52,1.56095126E-001,8.952893580E-002
0.528,1.56369103E-001,8.615688840E-002
0.536,1.55904820E-001,8.267933910E-002
0.544,1.54416446E-001,7.903084980E-002
0.552,1.52492561E-001,7.543450300E-002
0.56,1.50302048E-001,7.189243220E-002
0.568,1.46955246E-001,6.824990620E-002
0.576,1.42300502E-001,6.454949890E-002
0.584,1.36715531E-001,6.093970100E-002
0.592,1.30673388E-001,5.755740430E-002
0.6,1.23751702E-001,5.426379240E-002
0.608,1.16022871E-001,5.107485380E-002
0.616,1.08120335E-001,4.801025520E-002
0.624,9.97555891E-002,4.503867030E-002
0.632,9.12647675E-002,4.227664350E-002
0.64,8.29737034E-002,3.977040650E-002
0.648,7.50797059E-002,3.745026520E-002
0.656,6.77517334E-002,3.525855380E-002
0.664,6.09209219E-002,3.320374020E-002
0.672,5.46780937E-002,3.128682150E-002
0.68,4.90306122E-002,2.953429650E-002
0.688,4.40095139E-002,2.791978280E-002
0.696,3.95599658E-002,2.639732220E-002
0.704,3.57571156E-002,2.498564120E-002
0.712,3.24213053E-002,2.371027250E-002
0.72,2.94588039E-002,2.252663510E-002
0.728,2.68552580E-002,2.139308050E-002
0.736,2.45983295E-002,2.035265220E-002
0.744,2.26218891E-002,1.936520450E-002
0.752,2.08757308E-002,1.844476250E-002
0.76,1.92958636E-002,1.756241070E-002
0.768,1.78899105E-002,1.670933200E-002
0.776,1.66711100E-002,1.589560370E-002
0.784,1.56059863E-002,1.513440710E-002
0.792,1.46936203E-002,1.442943180E-002
0.8,1.38942914E-002,1.377299660E-002
0.808,1.31599492E-002,1.314540750E-002
0.816,1.25002985E-002,1.256085770E-002
0.824,1.18861603E-002,1.199330470E-002
0.832,1.13207441E-002,1.145062810E-002
0.84,1.07857794E-002,1.092139840E-002
0.848,1.02954730E-002,1.043229990E-002
0.856,9.84339060E-003,9.976345400E-003
0.864,9.42688340E-003,9.543787000E-003
0.872,9.03222880E-003,9.129697500E-003
0.88,8.65938010E-003,8.746123200E-003
0.888,8.32058570E-003,8.391675000E-003
0.896,8.00215690E-003,8.055935000E-003
0.904,7.68919960E-003,7.721105700E-003
0.912,7.39483690E-003,7.397744800E-003
0.92,7.11691200E-003,7.091262900E-003
0.928,6.86250480E-003,6.812876700E-003
0.936,6.61754060E-003,6.546902800E-003
0.944,6.38445580E-003,6.296281600E-003
0.952,6.16483820E-003,6.060418500E-003
0.96,5.96080590E-003,5.841326500E-003
0.968,5.76662430E-003,5.634513700E-003
0.976,5.57755190E-003,5.436413300E-003
0.984,5.39473490E-003,5.245530600E-003
0.992,5.21862740E-003,5.061065600E-003
1,5.04904550E-003,4.884627500E-003
1.008,4.88521830E-003,4.715382000E-003
1.016,4.72525500E-003,4.550831100E-003
1.024,4.57138300E-003,4.392563300E-003
1.032,4.42399280E-003,4.242050100E-003
1.04,4.28565570E-003,4.100112600E-003
1.048,4.15278380E-003,3.961654300E-003
1.056,4.02843980E-003,3.829757900E-003
1.064,3.91074200E-003,3.705752800E-003
1.072,3.79322710E-003,3.584800500E-003
1.08,3.68314580E-003,3.470335300E-003
1.088,3.57721280E-003,3.361157000E-003
1.096,3.47830740E-003,3.258064600E-003
1.104,3.38422980E-003,3.157053000E-003
1.112,3.29483760E-003,3.059969500E-003
1.12,3.20616330E-003,2.966243300E-003
1.128,3.12294850E-003,2.879415600E-003
1.136,3.04176030E-003,2.794324400E-003
1.144,2.96118130E-003,2.710509400E-003
1.152,2.88077650E-003,2.629270800E-003
1.16,2.80237330E-003,2.549695100E-003
1.168,2.72770010E-003,2.474284600E-003
1.176,2.65795590E-003,2.402905700E-003
1.184,2.59040560E-003,2.332979800E-003
1.192,2.52542360E-003,2.265695600E-003
1.2,2.46168640E-003,2.200188900E-003
1.208,2.40000600E-003,2.136815100E-003
1.216,2.34074380E-003,2.077063300E-003
1.224,2.28222250E-003,2.018538600E-003
1.232,2.22643580E-003,1.962347700E-003
1.24,2.17173330E-003,1.907688400E-003
1.248,2.11693330E-003,1.854529100E-003
1.256,2.06552190E-003,1.803197600E-003
1.264,2.01664010E-003,1.754852100E-003
1.272,1.96909370E-003,1.707652600E-003
1.28,1.92322650E-003,1.662026800E-003
1.288,1.87716730E-003,1.617222800E-003
1.296,1.83202810E-003,1.573500300E-003
1.304,1.78815310E-003,1.531005400E-003
1.312,1.74572800E-003,1.489483700E-003
1.32,1.70499880E-003,1.450077400E-003
1.328,1.66595770E-003,1.411199400E-003
1.336,1.62835790E-003,1.374478800E-003
1.344,1.59270490E-003,1.339355800E-003
1.352,1.55831400E-003,1.305237000E-003
1.36,1.52436450E-003,1.271920200E-003
1.368,1.49131110E-003,1.240224500E-003
1.376,1.45865240E-003,1.209604900E-003
1.384,1.42683410E-003,1.179919600E-003
1.392,1.39476680E-003,1.150488400E-003
1.4,1.36390670E-003,1.122080100E-003
1.408,1.33317580E-003,1.094138800E-003
1.416,1.30334430E-003,1.066963800E-003
1.424,1.27454430E-003,1.040348800E-003
1.432,1.24660330E-003,1.013827600E-003
1.44,1.22056610E-003,9.883928000E-004
1.448,1.19521290E-003,9.636222000E-004
1.456,1.17035710E-003,9.395028000E-004
1.464,1.14642060E-003,9.165334000E-004
1.472,1.12326970E-003,8.947077000E-004
1.48,1.10071940E-003,8.736697000E-004
1.488,1.07823130E-003,8.527338000E-004
1.496,1.05649730E-003,8.322469000E-004
1.504,1.03536530E-003,8.122500000E-004
1.512,1.01433900E-003,7.927819000E-004
1.52,9.93715000E-004,7.737850000E-004
1.528,9.73091900E-004,7.553901000E-004
1.536,9.52945900E-004,7.375150000E-004
1.544,9.33733800E-004,7.205571000E-004
1.552,9.14921900E-004,7.039086000E-004
1.56,8.96098900E-004,6.875877000E-004
1.568,8.77671900E-004,6.715677000E-004
1.576,8.59932100E-004,6.559314000E-004
1.584,8.42888600E-004,6.408430000E-004
1.592,8.26161600E-004,6.259936000E-004
1.6,8.09794500E-004,6.116737000E-004
1.608,7.94067600E-004,5.976020000E-004
1.616,7.78400600E-004,5.838167000E-004
1.624,7.62679500E-004,5.702528000E-004
1.632,7.47881500E-004,5.573072000E-004
1.64,7.33709200E-004,5.448061000E-004
1.648,7.20103400E-004,5.327004000E-004
1.656,7.06782200E-004,5.207887000E-004
1.664,6.94275700E-004,5.095839000E-004
1.672,6.81616000E-004,4.985198000E-004
1.68,6.68963500E-004,4.875772000E-004
1.688,6.56472800E-004,4.766821000E-004
1.696,6.44207000E-004,4.661474000E-004
1.704,6.32397100E-004,4.558026000E-004
1.712,6.20801700E-004,4.455739000E-004
1.72,6.09250900E-004,4.355142000E-004
1.728,5.97891400E-004,4.258484000E-004
1.736,5.86904900E-004,4.164636000E-004
1.744,5.76040600E-004,4.069786000E-004
1.752,5.65076800E-004,3.977546000E-004
1.76,5.54039300E-004,3.887697000E-004
1.768,5.43780600E-004,3.803819000E-004
1.776,5.33852200E-004,3.722975000E-004
1.784,5.24111900E-004,3.643484000E-004
1.792,5.14499700E-004,3.566287000E-004
1.8,5.05014500E-004,3.490548000E-004
1.808,4.95711600E-004,3.416091000E-004
1.816,4.86905400E-004,3.343364000E-004
1.824,4.78233700E-004,3.272031000E-004
1.832,4.69786400E-004,3.202980000E-004
1.84,4.61668600E-004,3.136013000E-004
1.848,4.53495600E-004,3.069160000E-004
1.856,4.45556100E-004,3.003321000E-004
1.864,4.37757500E-004,2.937616000E-004
1.872,4.30167900E-004,2.872925000E-004
1.88,4.22836000E-004,2.810795000E-004
1.888,4.15670400E-004,2.749766000E-004
1.896,4.08685700E-004,2.690238000E-004
1.904,4.01828000E-004,2.631224000E-004
1.912,3.94776300E-004,2.571780000E-004
1.92,3.87870200E-004,2.513016000E-004
1.928,3.81355200E-004,2.456255000E-004
1.936,3.74879000E-004,2.401190000E-004
1.944,3.68636800E-004,2.349340000E-004
1.952,3.62913800E-004,2.302030000E-004
1.96,3.57459300E-004,2.259012000E-004
1.968,3.51998500E-004,2.217154000E-004
1.976,3.46611200E-004,2.176311000E-004
1.984,3.41296700E-004,2.136465000E-004
1.992,3.35837400E-004,2.096131000E-004
2,3.30314500E-004,2.055575000E-004
